,Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
16943,47,48,6,6,42,43,10,Train/10/00010_00063_00023.png
25527,38,39,5,5,33,34,17,Train/17/00017_00035_00027.png
15238,60,60,6,6,55,55,10,Train/10/00010_00006_00028.png
25134,71,71,6,7,65,65,17,Train/17/00017_00022_00024.png
18035,37,38,5,6,31,32,11,Train/11/00011_00033_00005.png
6983,43,47,6,6,38,41,4,Train/4/00004_00017_00023.png
34849,48,48,6,6,43,43,35,Train/35/00035_00021_00020.png
34761,43,46,5,6,37,40,35,Train/35/00035_00018_00022.png
28895,40,37,6,5,35,32,25,Train/25/00025_00014_00005.png
38509,74,75,7,7,67,68,40,Train/40/00040_00004_00020.png
18795,44,44,6,5,39,39,12,Train/12/00012_00014_00015.png
11147,54,55,5,6,49,50,7,Train/7/00007_00014_00017.png
3291,55,55,5,5,49,50,2,Train/2/00002_00016_00021.png
14112,35,34,5,5,30,29,9,Train/9/00009_00018_00012.png
320,54,48,6,6,49,43,20,Train/20/00020_00010_00020.png
13721,34,33,6,5,29,28,9,Train/9/00009_00005_00011.png
6496,49,50,5,6,44,45,4,Train/4/00004_00001_00016.png
10435,58,56,5,5,53,51,6,Train/6/00006_00004_00025.png
19739,80,80,7,8,73,73,12,Train/12/00012_00045_00029.png
19572,47,47,6,6,42,42,12,Train/12/00012_00040_00012.png
26275,88,81,8,7,81,73,18,Train/18/00018_00023_00025.png
17935,112,99,10,8,103,91,11,Train/11/00011_00029_00025.png
29439,32,30,5,5,27,25,25,Train/25/00025_00032_00009.png
38466,42,42,6,6,37,37,40,Train/40/00040_00003_00007.png
14295,40,44,6,6,35,38,9,Train/9/00009_00024_00015.png
4241,35,33,6,6,30,28,2,Train/2/00002_00048_00011.png
146,48,49,5,6,43,44,20,Train/20/00020_00004_00026.png
15827,37,37,5,5,32,32,10,Train/10/00010_00026_00017.png
14850,26,26,6,6,21,21,9,Train/9/00009_00043_00000.png
37493,36,38,5,5,31,33,38,Train/38/00038_00049_00024.png
1656,33,34,5,5,28,29,1,Train/1/00001_00036_00006.png
16520,44,44,5,5,39,39,10,Train/10/00010_00049_00020.png
19855,54,56,5,6,49,51,12,Train/12/00012_00049_00025.png
19802,38,41,5,6,33,36,12,Train/12/00012_00048_00002.png
17915,56,49,6,5,50,44,11,Train/11/00011_00029_00005.png
19698,48,47,6,5,43,42,12,Train/12/00012_00044_00018.png
16797,62,60,6,5,57,55,10,Train/10/00010_00058_00027.png
22594,36,34,5,5,31,29,13,Train/13/00013_00071_00004.png
28400,67,61,6,6,61,55,24,Train/24/00024_00006_00020.png
22762,87,88,7,7,80,81,14,Train/14/00014_00004_00022.png
2776,56,56,6,6,51,51,1,Train/1/00001_00073_00016.png
35161,29,28,6,5,24,23,35,Train/35/00035_00032_00002.png
10087,33,34,5,6,28,29,5,Train/5/00005_00055_00007.png
10892,38,37,6,5,33,32,7,Train/7/00007_00006_00002.png
38740,35,36,6,6,30,31,41,Train/41/00041_00000_00011.png
17612,32,29,6,6,27,24,11,Train/11/00011_00019_00002.png
26629,54,48,6,5,49,43,18,Train/18/00018_00035_00019.png
33271,28,29,6,6,23,24,33,Train/33/00033_00006_00001.png
33661,31,30,6,5,25,25,33,Train/33/00033_00019_00001.png
20900,87,79,7,7,80,72,13,Train/13/00013_00014_00020.png
30823,41,39,6,5,36,34,28,Train/28/00028_00000_00013.png
16391,43,43,5,5,38,38,10,Train/10/00010_00045_00011.png
39092,33,33,5,5,28,28,42,Train/42/00042_00004_00003.png
25385,30,32,6,5,24,26,17,Train/17/00017_00031_00005.png
33636,30,37,5,6,25,32,33,Train/33/00033_00018_00006.png
38073,85,85,8,8,78,78,39,Train/39/00039_00000_00004.png
8338,62,62,6,6,57,57,4,Train/4/00004_00062_00028.png
19879,53,53,6,5,47,47,12,Train/12/00012_00050_00019.png
5290,36,36,6,6,31,31,3,Train/3/00003_00008_00010.png
22017,99,93,8,8,91,85,13,Train/13/00013_00051_00027.png
30442,144,129,13,11,132,118,26,Train/26/00026_00015_00022.png
15070,37,35,6,6,31,29,10,Train/10/00010_00001_00010.png
25218,44,45,5,5,39,40,17,Train/17/00017_00025_00018.png
12446,49,50,5,6,44,45,8,Train/8/00008_00009_00026.png
27723,68,63,6,5,62,58,23,Train/23/00023_00001_00003.png
31179,34,32,5,5,29,27,28,Train/28/00028_00012_00009.png
18287,52,44,6,5,47,39,11,Train/11/00011_00041_00017.png
18521,53,54,5,6,48,49,12,Train/12/00012_00005_00011.png
26571,97,85,9,7,89,78,18,Train/18/00018_00033_00021.png
31464,87,82,7,8,80,75,29,Train/29/00029_00003_00024.png
3718,62,56,5,6,56,50,2,Train/2/00002_00030_00028.png
1620,26,26,6,5,21,21,1,Train/1/00001_00035_00000.png
33109,59,60,6,5,54,55,33,Train/33/00033_00000_00019.png
24984,68,71,6,7,62,65,17,Train/17/00017_00017_00024.png
23065,122,133,11,12,112,122,14,Train/14/00014_00014_00025.png
37840,41,41,6,5,36,36,38,Train/38/00038_00061_00011.png
20997,98,86,9,8,90,79,13,Train/13/00013_00017_00027.png
37123,46,49,6,6,41,44,38,Train/38/00038_00037_00014.png
3864,58,59,5,6,53,54,2,Train/2/00002_00035_00024.png
957,84,83,8,7,77,76,1,Train/1/00001_00012_00027.png
10314,55,59,5,6,50,54,6,Train/6/00006_00000_00024.png
1361,64,64,5,5,59,59,1,Train/1/00001_00026_00011.png
34745,32,33,5,6,26,28,35,Train/35/00035_00018_00006.png
6196,42,41,6,6,37,36,3,Train/3/00003_00038_00016.png
20752,63,60,6,6,58,54,13,Train/13/00013_00009_00022.png
5421,49,49,6,6,44,44,3,Train/3/00003_00012_00021.png
812,43,46,5,5,38,41,1,Train/1/00001_00008_00002.png
20770,44,40,6,6,39,35,13,Train/13/00013_00010_00010.png
2690,88,89,8,8,81,82,1,Train/1/00001_00070_00020.png
22592,37,35,5,5,31,30,13,Train/13/00013_00071_00002.png
38788,81,84,7,8,74,77,41,Train/41/00041_00001_00029.png
33348,68,69,6,7,62,63,33,Train/33/00033_00008_00018.png
26707,46,45,6,5,41,40,18,Train/18/00018_00038_00007.png
21402,35,33,6,6,30,28,13,Train/13/00013_00031_00012.png
24598,35,35,5,6,30,30,17,Train/17/00017_00004_00028.png
31381,37,34,6,6,32,29,29,Train/29/00029_00001_00001.png
27308,41,40,6,6,36,35,22,Train/22/00022_00000_00008.png
12825,39,39,5,6,34,34,8,Train/8/00008_00022_00015.png
34253,50,52,5,6,44,46,35,Train/35/00035_00001_00024.png
14353,64,61,6,5,59,56,9,Train/9/00009_00026_00013.png
28222,64,61,5,6,59,55,24,Train/24/00024_00000_00022.png
21595,96,96,9,9,88,88,13,Train/13/00013_00037_00025.png
29830,40,36,6,6,35,31,25,Train/25/00025_00045_00010.png
159,33,31,5,5,27,25,20,Train/20/00020_00005_00009.png
29921,39,47,5,5,34,42,25,Train/25/00025_00048_00011.png
35421,54,53,6,5,49,48,36,Train/36/00036_00000_00022.png
14048,46,45,6,5,41,40,9,Train/9/00009_00016_00008.png
34028,34,36,5,5,29,31,34,Train/34/00034_00008_00009.png
16338,39,38,6,5,34,33,10,Train/10/00010_00043_00018.png
12876,35,36,5,6,30,31,8,Train/8/00008_00024_00006.png
8650,36,36,5,5,31,31,5,Train/5/00005_00007_00010.png
12384,51,52,5,5,46,46,8,Train/8/00008_00007_00024.png
5426,65,65,6,6,60,60,3,Train/3/00003_00012_00026.png
35681,32,33,6,6,26,27,36,Train/36/00036_00009_00012.png
25018,39,41,5,6,34,36,17,Train/17/00017_00018_00028.png
2234,61,71,5,6,56,65,1,Train/1/00001_00055_00014.png
10656,29,30,6,6,24,25,6,Train/6/00006_00012_00006.png
25782,73,63,6,5,66,58,18,Train/18/00018_00007_00012.png
34046,70,71,6,6,64,65,34,Train/34/00034_00008_00027.png
2655,43,43,5,5,38,38,1,Train/1/00001_00069_00015.png
8305,54,54,5,5,49,49,4,Train/4/00004_00061_00025.png
30689,60,60,5,5,55,55,27,Train/27/00027_00003_00029.png
9773,56,60,5,5,51,55,5,Train/5/00005_00044_00023.png
12167,44,46,6,6,39,41,8,Train/8/00008_00000_00017.png
31006,56,52,5,6,51,47,28,Train/28/00028_00006_00016.png
38516,117,110,10,10,107,100,40,Train/40/00040_00004_00027.png
13024,30,30,6,6,25,25,8,Train/8/00008_00029_00004.png
36569,29,29,5,5,24,24,38,Train/38/00038_00019_00000.png
22856,128,123,11,11,117,113,14,Train/14/00014_00007_00026.png
1559,143,135,12,11,131,123,1,Train/1/00001_00032_00029.png
15235,57,58,5,6,52,53,10,Train/10/00010_00006_00025.png
12508,81,81,8,8,74,74,8,Train/8/00008_00011_00028.png
25950,35,35,5,5,30,30,18,Train/18/00018_00013_00000.png
37799,29,31,6,6,24,26,38,Train/38/00038_00060_00000.png
20242,69,69,7,7,63,63,12,Train/12/00012_00062_00022.png
30290,45,42,5,6,40,37,26,Train/26/00026_00010_00020.png
12940,32,33,5,6,26,28,8,Train/8/00008_00026_00010.png
6346,34,36,5,5,29,31,3,Train/3/00003_00043_00016.png
10645,56,56,5,5,51,51,6,Train/6/00006_00011_00025.png
35328,51,57,5,6,46,51,35,Train/35/00035_00037_00019.png
29264,48,45,6,5,43,40,25,Train/25/00025_00026_00014.png
11732,30,31,5,5,25,26,7,Train/7/00007_00034_00002.png
34062,40,41,5,6,35,36,34,Train/34/00034_00009_00013.png
17937,128,113,12,10,117,104,11,Train/11/00011_00029_00027.png
204,62,55,5,6,57,50,20,Train/20/00020_00006_00024.png
5226,47,49,5,6,41,44,3,Train/3/00003_00006_00006.png
33254,69,69,6,6,63,63,33,Train/33/00033_00005_00014.png
32184,70,64,6,5,63,59,31,Train/31/00031_00003_00024.png
1650,31,30,6,5,26,25,1,Train/1/00001_00036_00000.png
1500,27,29,5,5,22,24,1,Train/1/00001_00031_00000.png
23429,60,63,6,5,56,58,15,Train/15/00015_00000_00029.png
5792,28,30,5,5,23,25,3,Train/3/00003_00025_00002.png
17742,41,38,6,5,36,33,11,Train/11/00011_00023_00012.png
30275,34,31,6,5,29,26,26,Train/26/00026_00010_00005.png
12477,68,68,6,6,62,62,8,Train/8/00008_00010_00027.png
21664,35,33,6,6,30,28,13,Train/13/00013_00040_00004.png
6189,31,32,5,5,26,27,3,Train/3/00003_00038_00009.png
3148,76,71,7,6,70,65,2,Train/2/00002_00011_00028.png
16581,62,63,5,6,57,58,10,Train/10/00010_00051_00021.png
25744,46,41,6,6,40,36,18,Train/18/00018_00006_00004.png
27354,59,54,5,6,53,49,22,Train/22/00022_00001_00024.png
35805,44,42,5,5,39,37,37,Train/37/00037_00000_00016.png
31141,37,34,6,5,32,29,28,Train/28/00028_00011_00001.png
22424,47,42,5,5,42,37,13,Train/13/00013_00065_00014.png
5246,80,88,8,8,73,80,3,Train/3/00003_00006_00026.png
34618,132,133,12,12,121,122,35,Train/35/00035_00013_00029.png
32671,30,31,5,6,25,26,31,Train/31/00031_00020_00001.png
25506,28,29,5,6,23,24,17,Train/17/00017_00035_00006.png
30196,39,36,5,5,34,31,26,Train/26/00026_00007_00016.png
18546,34,34,5,6,29,29,12,Train/12/00012_00006_00006.png
14659,59,58,6,6,53,53,9,Train/9/00009_00036_00019.png
24701,27,30,5,5,22,25,17,Train/17/00017_00008_00011.png
28620,33,32,6,5,28,27,25,Train/25/00025_00005_00000.png
31024,58,54,6,5,53,49,28,Train/28/00028_00007_00004.png
10005,38,38,5,5,33,33,5,Train/5/00005_00052_00015.png
5925,37,36,5,6,31,31,3,Train/3/00003_00029_00015.png
24145,51,51,6,6,46,46,16,Train/16/00016_00003_00025.png
26423,64,70,6,6,59,64,18,Train/18/00018_00028_00023.png
20656,45,41,5,6,39,35,13,Train/13/00013_00006_00016.png
25196,80,86,8,8,73,78,17,Train/17/00017_00024_00026.png
1508,34,35,5,6,29,30,1,Train/1/00001_00031_00008.png
2190,37,36,6,6,32,31,1,Train/1/00001_00054_00000.png
3433,34,35,5,6,29,30,2,Train/2/00002_00021_00013.png
14675,33,33,6,6,28,28,9,Train/9/00009_00037_00005.png
15808,73,74,7,6,67,68,10,Train/10/00010_00025_00028.png
19933,111,108,9,9,102,99,12,Train/12/00012_00052_00013.png
31622,31,25,5,5,26,20,30,Train/30/00030_00000_00002.png
31726,64,57,6,6,59,52,30,Train/30/00030_00003_00016.png
4631,50,49,6,5,44,43,2,Train/2/00002_00061_00011.png
11127,73,67,7,6,67,61,7,Train/7/00007_00013_00027.png
25137,93,92,9,9,85,84,17,Train/17/00017_00022_00027.png
506,90,96,8,9,82,88,0,Train/0/00000_00004_00026.png
27174,68,61,7,6,62,56,21,Train/21/00021_00006_00024.png
14708,37,37,6,6,32,32,9,Train/9/00009_00038_00008.png
35686,37,38,5,5,32,33,36,Train/36/00036_00009_00017.png
34067,45,47,5,6,40,42,34,Train/34/00034_00009_00018.png
35072,40,38,5,5,34,33,35,Train/35/00035_00029_00003.png
32205,48,44,6,6,43,39,31,Train/31/00031_00004_00015.png
11536,38,37,6,5,33,32,7,Train/7/00007_00027_00016.png
23175,68,68,7,6,62,62,14,Train/14/00014_00018_00015.png
15975,39,40,6,6,34,34,10,Train/10/00010_00031_00015.png
11336,57,58,6,5,52,53,7,Train/7/00007_00020_00026.png
29957,53,49,5,5,47,44,25,Train/25/00025_00049_00017.png
6714,65,63,6,5,60,58,4,Train/4/00004_00008_00024.png
4249,36,35,5,6,31,30,2,Train/2/00002_00048_00019.png
217,27,28,5,6,22,23,20,Train/20/00020_00007_00007.png
14573,61,57,6,6,55,52,9,Train/9/00009_00033_00023.png
5897,35,37,6,5,30,32,3,Train/3/00003_00028_00017.png
6079,45,45,5,5,40,40,3,Train/3/00003_00034_00019.png
27350,53,44,5,5,48,39,22,Train/22/00022_00001_00020.png
30866,84,74,8,7,77,68,28,Train/28/00028_00001_00026.png
24339,37,37,6,6,32,32,16,Train/16/00016_00010_00009.png
18228,43,42,5,6,38,37,11,Train/11/00011_00039_00018.png
21885,81,70,7,6,74,64,13,Train/13/00013_00047_00015.png
38545,111,108,9,10,102,99,40,Train/40/00040_00005_00026.png
36194,65,81,6,7,60,74,38,Train/38/00038_00006_00015.png
4053,27,29,5,6,22,23,2,Train/2/00002_00042_00003.png
14079,32,35,5,5,27,30,9,Train/9/00009_00017_00009.png
32640,41,40,6,5,36,35,31,Train/31/00031_00019_00000.png
36894,62,62,6,6,57,57,38,Train/38/00038_00029_00025.png
36048,48,59,6,5,42,54,38,Train/38/00038_00001_00019.png
29540,49,46,5,5,44,41,25,Train/25/00025_00035_00020.png
7422,36,38,5,6,31,33,4,Train/4/00004_00032_00012.png
8084,48,51,5,6,43,46,4,Train/4/00004_00054_00014.png
8174,38,37,6,5,33,32,4,Train/4/00004_00057_00014.png
21487,36,35,6,6,31,29,13,Train/13/00013_00034_00007.png
19757,40,41,5,5,35,36,12,Train/12/00012_00046_00017.png
24389,56,58,5,5,51,53,16,Train/16/00016_00011_00029.png
34607,44,44,6,6,38,38,35,Train/35/00035_00013_00018.png
26146,58,59,5,6,53,54,18,Train/18/00018_00019_00016.png
21765,52,47,6,6,47,42,13,Train/13/00013_00043_00015.png
29885,62,57,5,6,57,52,25,Train/25/00025_00047_00005.png
19865,32,32,6,6,27,27,12,Train/12/00012_00050_00005.png
22470,33,32,6,6,28,27,13,Train/13/00013_00067_00000.png
28571,87,77,8,7,79,71,25,Train/25/00025_00003_00011.png
25258,38,39,6,5,33,33,17,Train/17/00017_00026_00028.png
16380,37,37,6,6,32,32,10,Train/10/00010_00045_00000.png
21463,49,42,6,5,44,36,13,Train/13/00013_00033_00013.png
20299,49,52,5,5,44,47,12,Train/12/00012_00064_00019.png
30199,42,39,6,6,37,34,26,Train/26/00026_00007_00019.png
12721,33,33,6,6,28,28,8,Train/8/00008_00019_00001.png
15269,115,116,10,11,105,106,10,Train/10/00010_00007_00029.png
7384,27,29,6,6,22,24,4,Train/4/00004_00031_00004.png
28490,69,69,6,7,63,63,25,Train/25/00025_00000_00020.png
28750,32,32,5,5,26,26,25,Train/25/00025_00009_00010.png
11405,29,30,5,6,24,25,7,Train/7/00007_00023_00005.png
31446,46,41,5,6,41,36,29,Train/29/00029_00003_00006.png
32409,38,38,6,6,33,33,31,Train/31/00031_00011_00009.png
16366,35,35,6,5,30,30,10,Train/10/00010_00044_00016.png
3998,29,29,6,6,24,24,2,Train/2/00002_00040_00008.png
1191,70,70,7,7,64,64,1,Train/1/00001_00020_00021.png
26871,59,57,6,6,54,51,19,Train/19/00019_00003_00021.png
15831,41,40,6,5,36,35,10,Train/10/00010_00026_00021.png
26988,62,58,6,6,56,52,21,Train/21/00021_00000_00018.png
32557,37,36,6,6,32,31,31,Train/31/00031_00016_00007.png
7114,30,31,5,6,25,26,4,Train/4/00004_00022_00004.png
28788,61,54,5,5,56,49,25,Train/25/00025_00010_00018.png
33869,40,45,5,6,35,40,34,Train/34/00034_00003_00000.png
23683,48,49,5,6,43,44,15,Train/15/00015_00009_00013.png
26084,41,36,6,5,36,31,18,Train/18/00018_00017_00014.png
20200,45,47,6,6,40,42,12,Train/12/00012_00061_00010.png
20407,33,34,5,5,28,29,12,Train/12/00012_00068_00007.png
6229,45,46,6,5,40,41,3,Train/3/00003_00039_00019.png
22531,32,33,5,6,27,28,13,Train/13/00013_00069_00001.png
3678,55,55,5,5,50,49,2,Train/2/00002_00029_00018.png
35976,44,47,6,6,38,42,37,Train/37/00037_00006_00007.png
23117,67,64,6,5,61,59,14,Train/14/00014_00016_00017.png
14852,28,27,6,6,23,22,9,Train/9/00009_00043_00002.png
9455,29,31,6,6,24,26,5,Train/5/00005_00034_00005.png
10858,93,93,8,8,85,85,7,Train/7/00007_00004_00028.png
39205,56,58,5,5,51,53,42,Train/42/00042_00007_00026.png
36080,62,60,5,5,56,55,38,Train/38/00038_00002_00021.png
12605,34,31,6,6,28,26,8,Train/8/00008_00015_00005.png
5315,29,31,5,5,24,26,3,Train/3/00003_00009_00005.png
11626,33,34,5,6,28,29,7,Train/7/00007_00030_00016.png
34120,32,31,6,5,27,26,34,Train/34/00034_00011_00011.png
15531,45,44,6,5,40,39,10,Train/10/00010_00016_00021.png
13939,52,54,5,5,47,49,9,Train/9/00009_00012_00019.png
431,35,35,5,5,30,30,0,Train/0/00000_00002_00011.png
17471,40,41,5,6,35,35,11,Train/11/00011_00014_00011.png
36100,43,45,6,6,37,39,38,Train/38/00038_00003_00011.png
35666,91,88,8,7,83,81,36,Train/36/00036_00008_00027.png
24941,30,33,5,6,25,28,17,Train/17/00017_00016_00011.png
21635,35,31,5,5,30,26,13,Train/13/00013_00039_00005.png
9133,39,39,6,6,34,34,5,Train/5/00005_00023_00013.png
33906,56,54,6,5,50,49,34,Train/34/00034_00004_00007.png
21432,51,41,6,6,45,36,13,Train/13/00013_00032_00012.png
35820,28,27,6,5,23,22,37,Train/37/00037_00001_00001.png
35800,40,40,5,5,35,35,37,Train/37/00037_00000_00011.png
3657,54,54,6,6,49,49,2,Train/2/00002_00028_00027.png
30761,48,42,5,5,43,37,27,Train/27/00027_00006_00011.png
34018,68,68,6,6,62,62,34,Train/34/00034_00007_00029.png
18474,71,71,7,7,65,65,12,Train/12/00012_00003_00024.png
25108,72,62,6,5,66,57,17,Train/17/00017_00021_00028.png
31054,61,53,6,5,56,48,28,Train/28/00028_00008_00004.png
17701,50,46,6,5,45,41,11,Train/11/00011_00022_00001.png
25173,31,31,5,5,26,26,17,Train/17/00017_00024_00003.png
18323,80,74,8,6,73,68,11,Train/11/00011_00042_00023.png
5929,41,42,5,6,36,36,3,Train/3/00003_00029_00019.png
21153,27,33,5,5,22,28,13,Train/13/00013_00023_00003.png
18506,34,31,6,6,29,25,12,Train/12/00012_00004_00026.png
2317,34,36,5,6,29,31,1,Train/1/00001_00058_00007.png
12181,27,28,5,6,21,23,8,Train/8/00008_00001_00001.png
12444,47,47,5,5,42,42,8,Train/8/00008_00009_00024.png
1635,34,36,5,6,29,31,1,Train/1/00001_00035_00015.png
27705,39,38,5,5,34,33,23,Train/23/00023_00000_00015.png
3931,45,47,5,6,40,42,2,Train/2/00002_00038_00001.png
36365,26,26,5,5,21,21,38,Train/38/00038_00012_00006.png
24505,45,45,5,5,39,40,17,Train/17/00017_00001_00025.png
37469,31,30,6,5,26,25,38,Train/38/00038_00049_00000.png
4704,38,39,5,6,33,34,2,Train/2/00002_00063_00024.png
7270,33,33,5,5,28,28,4,Train/4/00004_00027_00010.png
31876,45,41,5,6,40,36,30,Train/30/00030_00008_00016.png
36864,34,33,6,5,28,27,38,Train/38/00038_00028_00025.png
20749,53,52,6,6,48,46,13,Train/13/00013_00009_00019.png
22144,49,47,5,6,44,42,13,Train/13/00013_00056_00004.png
38909,26,27,6,5,21,21,41,Train/41/00041_00006_00000.png
3075,57,55,6,5,52,50,2,Train/2/00002_00009_00015.png
32398,82,73,8,6,74,67,31,Train/31/00031_00010_00028.png
9342,36,36,6,6,31,31,5,Train/5/00005_00030_00012.png
20293,36,43,5,6,31,38,12,Train/12/00012_00064_00013.png
3647,40,40,5,5,35,35,2,Train/2/00002_00028_00017.png
32107,43,40,6,6,38,35,31,Train/31/00031_00001_00007.png
30790,40,36,6,5,35,31,27,Train/27/00027_00007_00010.png
2814,72,71,6,7,66,65,2,Train/2/00002_00000_00024.png
38390,52,52,6,6,47,47,40,Train/40/00040_00000_00021.png
37774,39,40,5,6,34,35,38,Train/38/00038_00059_00005.png
5385,42,42,6,5,37,37,3,Train/3/00003_00011_00015.png
10353,30,32,6,6,25,27,6,Train/6/00006_00002_00003.png
2255,41,44,5,6,35,38,1,Train/1/00001_00056_00005.png
30225,46,42,6,5,41,37,26,Train/26/00026_00008_00015.png
1826,68,69,6,6,62,63,1,Train/1/00001_00041_00026.png
38416,50,50,5,6,44,45,40,Train/40/00040_00001_00017.png
15931,28,28,5,5,23,23,10,Train/10/00010_00030_00001.png
8298,43,43,6,6,38,38,4,Train/4/00004_00061_00018.png
24541,27,28,5,5,22,23,17,Train/17/00017_00003_00001.png
20117,58,53,5,6,53,48,12,Train/12/00012_00058_00017.png
22395,32,33,5,6,27,28,13,Train/13/00013_00064_00015.png
29678,39,37,6,6,34,32,25,Train/25/00025_00040_00008.png
26125,99,87,9,8,91,80,18,Train/18/00018_00018_00025.png
4741,41,42,6,6,36,37,2,Train/2/00002_00065_00001.png
4553,43,42,6,5,38,37,2,Train/2/00002_00058_00023.png
12888,46,46,5,5,41,41,8,Train/8/00008_00024_00018.png
20779,62,59,5,5,57,53,13,Train/13/00013_00010_00019.png
21654,62,55,5,5,57,50,13,Train/13/00013_00039_00024.png
6954,50,52,6,5,44,47,4,Train/4/00004_00016_00024.png
17265,59,55,5,6,54,50,11,Train/11/00011_00007_00015.png
2497,30,30,5,6,25,25,1,Train/1/00001_00064_00007.png
28902,47,42,6,5,41,37,25,Train/25/00025_00014_00012.png
19613,48,49,5,6,43,44,12,Train/12/00012_00041_00023.png
34337,41,43,5,5,36,37,35,Train/35/00035_00004_00018.png
20366,58,68,5,7,53,62,12,Train/12/00012_00066_00026.png
36311,34,34,6,6,29,29,38,Train/38/00038_00010_00012.png
10188,40,41,6,6,35,35,5,Train/5/00005_00058_00018.png
33240,64,65,5,6,59,60,33,Train/33/00033_00005_00000.png
24969,37,38,5,5,32,33,17,Train/17/00017_00017_00009.png
6719,122,122,11,10,111,112,4,Train/4/00004_00008_00029.png
21582,43,44,5,6,38,39,13,Train/13/00013_00037_00012.png
23715,36,36,5,5,31,31,15,Train/15/00015_00010_00015.png
11609,80,84,8,8,73,77,7,Train/7/00007_00029_00029.png
14398,72,69,7,6,66,63,9,Train/9/00009_00027_00028.png
24585,59,59,6,5,54,54,17,Train/17/00017_00004_00015.png
12738,51,51,6,6,46,46,8,Train/8/00008_00019_00018.png
31417,41,39,5,5,36,34,29,Train/29/00029_00002_00007.png
16790,48,47,6,5,43,42,10,Train/10/00010_00058_00020.png
37950,28,29,5,5,23,24,38,Train/38/00038_00065_00001.png
31827,65,64,6,5,60,59,30,Train/30/00030_00006_00027.png
4965,34,37,5,6,29,32,2,Train/2/00002_00072_00015.png
25781,71,62,6,5,65,57,18,Train/18/00018_00007_00011.png
16786,42,41,6,5,37,36,10,Train/10/00010_00058_00016.png
7506,32,32,5,5,27,27,4,Train/4/00004_00035_00006.png
29554,41,37,6,5,36,32,25,Train/25/00025_00036_00004.png
39067,31,32,5,5,26,27,42,Train/42/00042_00003_00008.png
21932,32,29,5,6,27,24,13,Train/13/00013_00049_00002.png
20424,48,48,5,5,43,43,12,Train/12/00012_00068_00024.png
6341,31,31,6,5,26,26,3,Train/3/00003_00043_00011.png
22630,59,58,6,5,54,53,14,Train/14/00014_00000_00010.png
13653,29,29,6,6,24,24,9,Train/9/00009_00003_00003.png
196,41,39,5,6,36,33,20,Train/20/00020_00006_00016.png
23260,39,43,5,6,34,38,14,Train/14/00014_00021_00010.png
4573,55,54,6,5,49,48,2,Train/2/00002_00059_00013.png
10117,31,31,5,5,26,26,5,Train/5/00005_00056_00007.png
6896,61,65,5,6,56,60,4,Train/4/00004_00014_00026.png
6192,34,35,5,6,29,30,3,Train/3/00003_00038_00012.png
24418,62,63,6,5,57,58,16,Train/16/00016_00012_00028.png
5921,32,33,5,6,27,27,3,Train/3/00003_00029_00011.png
38946,36,36,5,5,31,31,41,Train/41/00041_00007_00007.png
27278,32,32,6,6,26,26,21,Train/21/00021_00010_00008.png
21558,44,43,5,5,39,38,13,Train/13/00013_00036_00018.png
33534,44,45,6,6,38,40,33,Train/33/00033_00014_00024.png
33446,82,83,7,8,75,76,33,Train/33/00033_00011_00026.png
26801,40,38,5,6,35,33,19,Train/19/00019_00001_00011.png
14663,74,73,7,6,68,67,9,Train/9/00009_00036_00023.png
5243,72,80,7,8,66,73,3,Train/3/00003_00006_00023.png
22536,33,33,5,5,28,28,13,Train/13/00013_00069_00006.png
13462,47,46,6,6,42,41,8,Train/8/00008_00043_00022.png
14874,62,61,6,6,56,55,9,Train/9/00009_00043_00024.png
1328,31,30,6,5,26,25,1,Train/1/00001_00025_00008.png
3434,36,36,6,6,31,31,2,Train/2/00002_00021_00014.png
5110,35,36,6,5,30,30,3,Train/3/00003_00002_00010.png
10987,30,32,5,5,25,27,7,Train/7/00007_00009_00007.png
20886,50,46,6,6,44,40,13,Train/13/00013_00014_00006.png
4243,35,34,5,6,29,28,2,Train/2/00002_00048_00013.png
12830,48,47,5,5,43,41,8,Train/8/00008_00022_00020.png
590,81,81,8,8,74,74,1,Train/1/00001_00000_00020.png
36487,45,52,6,5,40,47,38,Train/38/00038_00016_00008.png
38952,39,40,5,6,33,35,41,Train/41/00041_00007_00013.png
5082,33,33,5,5,28,28,3,Train/3/00003_00001_00012.png
29244,62,59,5,6,57,54,25,Train/25/00025_00025_00024.png
18494,32,27,6,5,26,21,12,Train/12/00012_00004_00014.png
24995,33,34,6,5,28,29,17,Train/17/00017_00018_00005.png
37516,35,35,5,5,30,30,38,Train/38/00038_00050_00017.png
25165,47,50,5,6,42,45,17,Train/17/00017_00023_00025.png
351,50,48,5,5,45,43,20,Train/20/00020_00011_00021.png
16053,30,27,6,5,25,22,10,Train/10/00010_00034_00003.png
11299,43,45,6,5,38,40,7,Train/7/00007_00019_00019.png
8759,62,64,6,6,57,59,5,Train/5/00005_00010_00029.png
11162,34,35,6,6,29,30,7,Train/7/00007_00015_00002.png
6015,63,68,6,7,58,62,3,Train/3/00003_00032_00015.png
33945,36,41,5,6,31,35,34,Train/34/00034_00005_00016.png
31670,47,42,6,6,42,37,30,Train/30/00030_00001_00020.png
33460,38,38,5,6,32,32,33,Train/33/00033_00012_00010.png
29323,61,60,5,6,56,55,25,Train/25/00025_00028_00013.png
